Name	goldstandard2
cg03290040	0.030576325
cg03292149	0.935547515
cg03292388	0.034351734
cg03293770	0.076625962
cg03294491	0.115707994
cg03294619	0.03502063
cg03297731	0.597997206
cg03298413	0.08759962
cg03301801	0.873860402
cg03302287	0.037607595
cg03305230	0.064891188
cg03308985	0.023244478
cg03309050	0.039384948
cg03309721	0.022129216
cg03309967	0.737628705
cg03310453	0.016102731
cg03310469	0.017398659
cg03311036	0.028686401
cg03312124	0.024286942
cg03312532	0.894091935
cg03316864	0.241205996
cg03317245	0.800427813
cg03322129	0.007323792
cg03327494	0.906247512
cg03328750	0.01975917
cg03328804	0.078128237
cg03329165	0.056176885
cg03330058	0.37991388
cg03330516	0.816058897
cg03330678	0.282593084
cg03332113	0.052436022
cg03332271	0.762369323
cg03332970	0.057602196
cg03336167	0.634367007
cg03338959	0.102915982
cg03340261	0.035884092
cg03340878	0.439509628
cg03343942	0.875587868
cg03347966	0.049960453
cg03349251	0.790182928
cg03349935	0.915490656
cg03349953	0.217038119
cg03354519	0.034498861
cg03354772	0.077258518
cg03355298	0.026632055
cg03355526	0.10410224
cg03359285	0.05675877
cg03359508	0.02947849
cg03361068	0.021059598
cg03363175	0.019748542
cg03364781	0.75053997
cg03365354	0.030082054
cg03365432	0.082791106
cg03365437	0.102408127
cg03366382	0.881063843
cg03366896	0.013655434
cg03367667	0.019164815
cg03368758	0.748811761
cg03369671	0.021393154
cg03371205	0.025105446
cg03371306	0.045201592
cg03373080	0.025195894
cg03373857	0.012199084
cg03375002	0.387248346
cg03379131	0.039767824
cg03380645	0.910933603
cg03380773	0.017517515
cg03382304	0.036295732
cg03382564	0.042253917
cg03383661	0.03869075
cg03384938	0.020851923
cg03386722	0.028323373
cg03386869	0.939404331
cg03386903	0.899543075
cg03387497	0.77452745
cg03387723	0.776729635
cg03388193	0.143922021
cg03389111	0.131554968
cg03389133	0.925424112
cg03389164	0.885563441
cg03390211	0.031534969
cg03391568	0.801117197
cg03392046	0.085761995
cg03395898	0.221491339
cg03396229	0.02207869
cg03399971	0.843578919
cg03400060	0.537881101
cg03402775	0.064092548
cg03402876	0.012746347
cg03403539	0.052514401
cg03404502	0.53858878
cg03405173	0.05086066
cg03409548	0.078808252
cg03410718	0.94190417
cg03411288	0.038269296
cg03414321	0.112982769
cg03415518	0.78798635
cg03417317	0.028962133
cg03418289	0.017353139
cg03421300	0.949695056
cg03422350	0.848620297
cg03424436	0.081353486
cg03426225	0.919068576
cg03427564	0.042129823
cg03428000	0.03638887
cg03429582	0.040494022
cg03430067	0.074536114
cg03431064	0.031383275
cg03437318	0.048158367
cg03438515	0.033130964
cg03438904	0.032949176
cg03439703	0.362794833
cg03439805	0.064557369
cg03440267	0.099495714
cg03442064	0.087620352
cg03443922	0.022250486
cg03445474	0.06595361
cg03446863	0.044772869
cg03447931	0.021831942
cg03451296	0.015825093
cg03453449	0.843012661
cg03454353	0.306047291
cg03455458	0.020718081
cg03455874	0.048608301
cg03459809	0.644264496
cg03460527	0.058573955
cg03460682	0.0960549
cg03461495	0.024057145
cg03462055	0.03786985
cg03464655	0.309496155
cg03464689	0.045995553
cg03468463	0.734274266
cg03469054	0.08046361
cg03469082	0.137086437
cg03473294	0.024872356
cg03473518	0.034208263
cg03474731	0.065016912
cg03475172	0.078851661
cg03475420	0.038865708
cg03476195	0.182392057
cg03476370	0.120451938
cg03479797	0.061228404
cg03479974	0.07118208
cg03482087	0.100676866
cg03483626	0.369516189
cg03483654	0.966628623
cg03484533	0.026625674
cg03486540	0.105266143
cg03490115	0.057254575
cg03490200	0.906973296
cg03491181	0.078522818
cg03491478	0.191116534
cg03493069	0.046121504
cg03494005	0.023453442
cg03495868	0.062171552
cg03496289	0.075568
cg03496978	0.241794854
cg03498559	0.693424867
cg03499052	0.030419452
cg03503295	0.8197971
cg03503905	0.016167769
cg03504078	0.410000222
cg03504701	0.812794422
cg03506489	0.058492584
cg03506799	0.021785608
cg03510310	0.893354175
cg03513163	0.154750824
cg03513363	0.04132901
cg03520136	0.794833688
cg03521113	0.111640787
cg03521600	0.078687471
cg03522063	0.070691538
cg03522216	0.024905296
cg03522403	0.040589254
cg03522910	0.037325392
cg03524627	0.021749428
cg03529436	0.030557613
cg03530967	0.119239442
cg03531512	0.082360573
cg03532114	0.025176311
cg03532879	0.873843318
cg03532957	0.044340212
cg03533058	0.915981394
cg03533858	0.860009646
cg03534410	0.920432468
cg03535648	0.754263758
cg03536787	0.021922645
cg03538345	0.109092095
cg03538436	0.059941318
cg03539474	0.090516832
cg03544320	0.133365115
cg03544379	0.80825719
cg03544525	0.032732504
cg03547797	0.262339507
cg03547924	0.860382309
cg03548857	0.180746816
cg03549127	0.111097442
cg03549571	0.026209323
cg03550002	0.050863147
cg03550508	0.018600443
cg03552103	0.151797982
cg03554552	0.113131183
cg03554914	0.052436444
cg03555203	0.963333943
cg03555909	0.015014279
cg03557698	0.972372582
cg03557733	0.044080446
cg03558807	0.960020094
cg03560090	0.025053672
cg03562120	0.75793932
cg03563403	0.026021071
cg03564506	0.048096888
cg03565081	0.158636354
cg03565323	0.090932158
cg03567830	0.032299949
cg03568064	0.04598782
cg03568718	0.970833083
cg03569412	0.928823896
cg03569637	0.032572459
cg03570976	0.030369281
cg03572913	0.134079398
cg03573747	0.885262075
cg03574115	0.658062538
cg03574571	0.275020497
cg03578041	0.29135288
cg03580247	0.683434854
cg03580876	0.015248398
cg03582451	0.799278864
cg03583857	0.276853951
cg03584646	0.843717354
cg03586029	0.041778206
cg03586879	0.029518845
cg03588357	0.032431793
cg03589001	0.529986903
cg03591238	0.36736036
cg03591594	0.040140406
cg03592161	0.021736925
cg03593419	0.010152898
cg03594044	0.02647806
cg03599338	0.923721043
cg03600318	0.234796277
cg03600687	0.01936385
cg03602500	0.774632843
cg03605339	0.016944675
cg03605761	0.624996928
cg03608167	0.024832111
cg03608577	0.858687674
cg03608974	0.148056387
cg03609102	0.73568847
cg03611555	0.011903337
cg03614513	0.040744997
cg03614664	0.022511986
cg03616357	0.031124161
cg03617367	0.028515934
cg03617456	0.119528375
cg03619472	0.15088958
cg03620376	0.097589436
cg03621001	0.743872726
cg03621406	0.173571245
cg03622431	0.833632868
cg03622689	0.036248919
cg03623878	0.028738213
cg03625911	0.395202346
cg03626672	0.535415989
cg03627896	0.591160042
cg03630088	0.137821771
cg03630344	0.059276292
cg03631076	0.035324393
cg03633120	0.405842096
cg03634997	0.054213108
cg03636183	0.933396139
cg03640148	0.061509385
cg03640568	0.028898507
cg03640944	0.762562258
cg03641225	0.323736137
cg03642518	0.094726972
cg03643709	0.144673959
cg03644378	0.025017599
cg03648823	0.048647053
cg03652343	0.066866972
cg03657766	0.065086472
cg03658471	0.053874958
cg03658707	0.886944119
cg03660451	0.787428511
cg03662459	0.871275961
cg03663215	0.041492699
cg03663715	0.056470386
cg03664139	0.014721785
cg03664800	0.033310588
cg03665605	0.86279824
cg03665785	0.566912233
cg03667047	0.089260948
cg03667091	0.032763457
cg03670238	0.93718611
cg03673470	0.816841755
cg03673687	0.021366997
cg03679305	0.136124842
cg03680758	0.023485818
cg03681481	0.044258084
cg03682712	0.115694879
cg03682823	0.445764849
cg03684977	0.921090622
cg03688818	0.010356019
cg03690162	0.056473585
cg03691812	0.044658758
cg03693099	0.766574637
cg03694261	0.037180182
cg03695693	0.121722855
cg03698393	0.018787774
cg03699566	0.836682086
cg03699904	0.117561152
cg03700218	0.019333942
cg03700462	0.007289103
cg03701222	0.023621501
cg03702236	0.067132482
cg03703325	0.019051313
cg03705396	0.079887684
cg03708463	0.025551927
cg03712038	0.019534415
cg03712239	0.092491011
cg03712708	0.059367232
cg03712843	0.875024425
cg03713346	0.017286972
cg03714916	0.075845405
cg03716937	0.870467597
cg03716942	0.040388723
cg03716999	0.106659485
cg03717979	0.038827507
cg03718677	0.807066206
cg03721967	0.919971446
cg03723845	0.784713622
cg03724445	0.045159446
cg03724463	0.117477985
cg03724882	0.061405936
cg03729431	0.017627432
cg03731898	0.719859286
cg03732295	0.114291161
cg03732545	0.164194335
cg03734660	0.016224895
cg03734783	0.898412536
cg03734874	0.062477645
cg03737135	0.086845357
cg03738331	0.018058947
cg03738959	0.026893966
cg03740216	0.091509732
cg03742003	0.131756513
cg03742214	0.039858931
cg03742272	0.896448559
cg03747695	0.105715971
cg03750407	0.043357334
cg03750606	0.11335694
cg03751813	0.038777964
cg03752087	0.785350366
cg03752628	0.276393329
cg03752689	0.083519466
cg03752885	0.874000722
cg03754063	0.904784682
cg03755123	0.085190004
cg03759077	0.03504082
cg03760483	0.480007151
cg03761560	0.019107749
cg03763616	0.231333722
cg03764161	0.058107365
cg03764352	0.024423076
cg03764506	0.028159683
cg03764585	0.275954507
cg03766965	0.765063669
cg03766998	0.11680335
cg03770147	0.017915655
cg03770548	0.808870954
cg03771255	0.042656686
cg03773789	0.045814426
cg03774732	0.018234814
cg03775123	0.787901507
cg03775246	0.567029564
cg03775422	0.059035862
cg03776060	0.267531791
cg03776464	0.031608293
cg03776551	0.040649134
cg03777405	0.079488885
cg03777459	0.080318655
cg03780486	0.692878048
cg03780733	0.431223529
cg03782453	0.300528152
cg03782727	0.953803223
cg03785807	0.077523994
cg03788666	0.143506756
cg03790207	0.030815752
cg03792199	0.052236683
cg03792653	0.219645027
cg03793131	0.038661801
cg03793778	0.721010751
cg03794550	0.030215734
cg03799530	0.069492854
cg03801144	0.02343014
cg03801286	0.343179374
cg03802191	0.643661096
cg03803009	0.860356999
cg03803589	0.042970588
cg03804500	0.940539857
cg03804568	0.038756758
cg03804985	0.070167523
cg03805364	0.020516386
cg03805684	0.598070121
cg03807235	0.037944882
cg03807314	0.034031473
cg03808835	0.130840347
cg03809891	0.036894869
cg03811411	0.869895381
cg03812067	0.016464286
cg03812679	0.064043667
cg03813215	0.058361696
cg03813905	0.105994914
cg03814826	0.035240736
cg03815350	0.919526383
cg03817621	0.658286407
cg03818682	0.873688181
cg03819692	0.867076472
cg03820909	0.005976781
cg03821311	0.754917389
cg03822011	0.040013162
cg03822159	0.913925499
cg03826976	0.106461121
cg03830408	0.132837307
cg03833068	0.060739191
cg03833566	0.046312342
cg03835158	0.885487188
cg03835292	0.798469893
cg03835296	0.800394006
cg03835332	0.042330141
cg03837750	0.196971531
cg03839341	0.009522252
cg03840259	0.169603871
cg03841029	0.098415907
cg03842617	0.935664809
cg03843852	0.076131912
cg03843951	0.899615028
cg03846288	0.100721696
cg03846767	0.92992723
cg03847636	0.108447139
cg03848145	0.058785719
cg03848555	0.015703849
cg03849074	0.134301816
cg03852144	0.08151938
cg03852570	0.2082697
cg03853151	0.026821757
cg03853987	0.095224266
cg03854071	0.93142386
cg03855656	0.438189926
cg03856450	0.037446794
cg03856786	0.034280974
cg03856801	0.950068585
cg03860051	0.053620124
cg03860466	0.041003328
cg03860890	0.065076738
cg03861428	0.015868953
cg03862540	0.028167718
cg03863149	0.045959814
cg03863549	0.028716445
cg03866607	0.164777433
cg03870261	0.878091779
cg03870862	0.669251872
cg03872267	0.042577764
cg03872376	0.723405408
cg03873930	0.718086075
cg03874199	0.036246562
cg03875195	0.166468486
cg03875678	0.291519699
cg03876618	0.038128795
cg03876622	0.140431352
cg03877802	0.034757332
cg03878377	0.032620797
cg03879294	0.04560871
cg03879902	0.051635574
cg03883348	0.180556484
cg03883519	0.056009964
cg03885639	0.884417537
cg03886898	0.777140999
cg03887534	0.07156929
cg03887787	0.214546479
cg03889226	0.047021896
cg03890877	0.03279997
cg03891319	0.051565933
cg03894103	0.716407823
cg03897136	0.030497462
cg03898365	0.599434492
cg03900104	0.066122652
cg03900284	0.908205365
cg03905094	0.034709281
cg03905144	0.688886148
cg03907174	0.925244367
cg03907454	0.095024178
cg03908676	0.504849162
cg03909500	0.052408019
cg03910901	0.04299118
cg03912013	0.061708396
cg03914397	0.722165608
cg03916421	0.756193039
cg03916787	0.142090319
cg03919644	0.020077877
cg03922337	0.12176706
cg03923277	0.47490999
cg03923464	0.055993047
cg03923934	0.069142973
cg03924115	0.292488181
cg03925809	0.028733868
cg03928182	0.10760215
cg03929796	0.143195098
cg03930357	0.027846865
cg03930474	0.054587457
cg03930970	0.945485912
cg03931808	0.950396783
cg03934354	0.897363355
cg03938043	0.649310422
cg03939485	0.046930988
cg03939688	0.048813532
cg03940103	0.063953268
cg03940966	0.031868355
cg03942271	0.087628896
cg03942436	0.023074246
cg03943081	0.073499229
cg03943509	0.867555811
cg03944089	0.159206424
cg03945800	0.164121291
cg03947362	0.042725275
cg03950009	0.05824469
cg03950654	0.014914093
cg03950669	0.036603785
cg03954150	0.030079737
cg03954858	0.534879996
cg03955296	0.042971573
cg03958344	0.021131251
cg03958426	0.180549034
cg03958979	0.185638924
cg03959219	0.053950462
cg03961189	0.016244623
cg03962522	0.505864118
cg03963654	0.884481008
cg03964111	0.268712053
cg03966406	0.035824516
cg03969906	0.1350151
cg03969997	0.037018844
cg03970351	0.02581865
cg03970609	0.635852936
cg03972838	0.803181232
cg03973663	0.171473659
cg03975345	0.022320717
cg03975694	0.130304568
cg03977657	0.918215157
cg03977782	0.029205809
cg03979162	0.065527666
cg03980304	0.042667682
cg03984733	0.007472055
cg03985136	0.042378319
cg03986640	0.862259803
cg03986968	0.066032128
cg03989569	0.027306349
cg03990551	0.024448284
cg03991512	0.509709539
cg03992230	0.036763196
cg03993463	0.930193353
cg03994908	0.025069136
cg03996465	0.056390095
cg03996822	0.443074126
cg03998173	0.053402894
cg03998348	0.794024724
cg03999420	0.047774095
cg04001333	0.567201154
cg04001668	0.976114196
cg04001802	0.676835465
cg04001842	0.027712831
cg04004861	0.039966482
cg04005032	0.04009526
cg04005701	0.768556185
cg04005707	0.059322308
cg04005725	0.025249873
cg04006554	0.021525021
cg04007936	0.941538422
cg04008843	0.538896354
cg04008901	0.038125842
cg04009666	0.112013335
cg04011872	0.031854153
cg04014889	0.85834417
cg04016326	0.595133213
cg04017769	0.020591034
cg04020816	0.005122943
cg04021421	0.871818712
cg04025590	0.043257485
cg04026012	0.16263236
cg04030848	0.744446359
cg04032226	0.051746788
cg04032566	0.931516145
cg04032871	0.03130725
cg04033650	0.038480972
cg04034767	0.049730194
cg04036714	0.019201853
cg04036898	0.421160818
cg04037228	0.574647219
cg04038932	0.062174075
cg04039397	0.30751512
cg04041960	0.030095585
cg04044561	0.031243605
cg04044684	0.051496215
cg04047710	0.011588047
cg04048249	0.786249573
cg04048259	0.059334445
cg04049033	0.875882671
cg04049800	0.023439871
cg04051458	0.033054243
cg04052038	0.714880957
cg04053638	0.045165351
cg04055049	0.056335896
cg04056179	0.098500698
cg04057053	0.032613588
cg04057106	0.749245822
cg04057858	0.733857964
cg04058169	0.645436501
cg04059714	0.060620887
cg04059863	0.874992508
cg04060163	0.039146411
cg04060275	0.032522989
cg04062391	0.072582753
cg04062907	0.071154202
cg04063348	0.667344728
cg04065065	0.068587435
cg04066242	0.055999541
cg04070847	0.180878347
cg04072323	0.066971996
cg04078251	0.032106384
cg04078896	0.062677443
cg04080057	0.266614028
cg04081402	0.893161001
cg04082985	0.039436776
cg04084157	0.086699822
cg04084172	0.042400884
cg04086012	0.767207504
cg04086834	0.842448816
cg04087608	0.794169767
cg04088650	0.030860341
cg04089739	0.940197798
cg04091078	0.794463694
cg04094160	0.047543719
cg04095468	0.140435755
cg04096767	0.310501755
cg04098585	0.159079349
cg04099420	0.668455601
cg04099673	0.06590432
cg04101379	0.106584091
cg04103317	0.882946909
cg04106190	0.741196927
cg04106785	0.934541291
cg04107037	0.048622887
cg04108240	0.810632066
cg04108502	0.021301365
cg04109220	0.0677692
cg04109382	0.756143505
cg04111761	0.560044117
cg04112019	0.129805276
cg04112431	0.029172081
cg04113075	0.113325587
cg04114315	0.093298182
cg04117338	0.062677915
cg04118154	0.024093531
cg04118884	0.025362475
cg04119538	0.021480055
cg04121771	0.407093097
cg04121983	0.0859712
cg04123507	0.946042153
cg04126335	0.79760965
cg04126427	0.08424689
cg04126816	0.031682076
cg04126866	0.899022271
cg04128563	0.039269699
cg04133652	0.287866408
cg04134624	0.018119092
cg04134859	0.009947634
cg04136480	0.040043247
cg04137037	0.024862492
cg04137116	0.011838468
cg04137128	0.055586025
cg04138756	0.836026196
cg04140754	0.381089154
cg04141379	0.00094994
cg04144768	0.783873468
cg04145477	0.037329392
cg04148458	0.00836443
cg04149472	0.879441321
cg04154812	0.088949336
cg04155026	0.08863902
cg04155793	0.556116892
cg04156850	0.217759025
cg04166304	0.021514704
cg04167054	0.072354323
cg04167867	0.865942913
cg04169469	0.024031366
cg04172043	0.017559529
cg04172348	0.056735367
cg04176254	0.97340666
cg04177705	0.038078144
cg04180460	0.029704736
cg04180868	0.010210844
cg04180953	0.701506832
cg04182865	0.374721558
cg04183425	0.66870408
cg04183933	0.063646668
cg04185037	0.039100033
cg04185893	0.020345413
cg04187545	0.053696783
cg04195527	0.098054025
cg04197051	0.031739491
cg04197135	0.037001654
cg04197195	0.024100538
cg04198824	0.101947752
cg04200765	0.023920698
cg04201347	0.86324655
cg04201526	0.902800326
cg04208151	0.017724792
cg04209631	0.03994721
cg04211745	0.020012426
cg04211818	0.007688294
cg04215480	0.041506208
cg04217178	0.025896618
cg04217218	0.931841421
cg04219321	0.099158654
cg04220579	0.025782287
cg04223844	0.039930108
cg04223956	0.905219995
cg04228042	0.872416414
cg04228553	0.022079112
cg04228573	0.078526812
cg04228628	0.01440262
cg04229238	0.10187567
cg04230060	0.718423223
cg04230869	0.05373681
cg04232649	0.034940335
cg04233664	0.007121241
cg04235146	0.046913193
cg04237003	0.847743122
cg04240200	0.044985081
cg04244987	0.055836807
cg04249030	0.014983048
cg04249586	0.04450545
cg04251363	0.055466513
cg04251662	0.029652949
cg04254119	0.866986011
cg04254916	0.932354689
cg04256470	0.933928613
cg04262565	0.039560992
cg04263186	0.088753854
cg04265576	0.086791978
cg04267184	0.894611339
cg04268405	0.882511235
cg04269351	0.908565134
cg04270274	0.054860917
cg04270788	0.04132406
cg04270799	0.066887961
cg04272086	0.063242757
cg04273431	0.525474879
cg04273556	0.173018685
cg04274487	0.022474317
cg04275881	0.023795778
cg04275985	0.02596485
cg04278702	0.029679684
cg04278905	0.838814558
cg04280397	0.058803884
cg04280480	0.023509115
cg04280758	0.03850133
cg04281204	0.578462317
cg04281268	0.015436651
cg04283392	0.122454968
cg04283938	0.07680572
cg04286043	0.051341654
cg04289385	0.032476197
cg04291079	0.890282289
cg04293726	0.019429953
cg04296434	0.045912788
cg04297093	0.816145496
cg04298323	0.664526795
cg04300115	0.595962547
cg04301614	0.114535283
cg04303269	0.060100395
cg04304130	0.796482046
cg04304927	0.010123068
cg04305134	0.149500139
cg04305913	0.800135865
cg04310489	0.00552457
cg04311606	0.018522732
cg04311964	0.936323333
cg04312209	0.351520752
cg04313552	0.10250886
cg04315264	0.059550373
cg04315771	0.689043357
cg04316770	0.052657023
cg04317366	0.068453455
cg04317399	0.441251988
cg04317543	0.034385215
cg04319097	0.781376517
cg04322978	0.038003043
cg04323187	0.028050524
cg04324308	0.031811932
cg04325632	0.493956841
cg04326040	0.091468615
cg04329069	0.015631383
cg04329382	0.890505511
cg04329454	0.115034393
cg04330449	0.057550951
cg04333463	0.107476034
cg04335339	0.109403162
cg04337944	0.490881182
cg04338788	0.84763064
cg04339860	0.112465855
cg04340502	0.188557731
cg04341806	0.64102819
cg04345475	0.879754178
cg04347447	0.311321986
cg04349311	0.05462792
cg04349727	0.752077786
cg04350610	0.027104347
cg04350646	0.059933122
cg04351979	0.021304317
cg04353483	0.653759033
cg04353769	0.279781156
cg04355435	0.055010989
cg04356968	0.883213717
cg04359302	0.767789077
cg04361527	0.03939594
cg04365980	0.765027227
cg04366367	0.977199412
cg04367351	0.052086041
cg04368716	0.02260091
cg04368877	0.956130386
cg04369341	0.134833033
cg04371779	0.013720223
cg04375683	0.405632056
cg04376312	0.326448988
cg04376617	0.385165861
cg04377282	0.145013012
cg04378886	0.23719526
cg04380513	0.097594215
cg04380669	0.100817401
cg04383012	0.01868364
cg04383274	0.103775225
cg04384398	0.097567849
cg04387658	0.633039553
cg04388983	0.098459711
cg04391111	0.031103791
cg04391540	0.558054512
cg04393897	0.058733941
cg04394967	0.088453229
cg04396791	0.0483781
cg04398275	0.772706323
cg04398978	0.228633655
cg04400030	0.067593225
cg04401436	0.02652957
cg04402021	0.020429463
cg04402875	0.027261639
cg04405541	0.890489448
cg04409427	0.890163823
cg04409945	0.059141926
cg04410834	0.023159473
cg04410862	0.037278108
cg04411625	0.037969334
cg04413148	0.910243697
cg04413397	0.017665597
cg04413986	0.078128281
cg04415689	0.916866262
cg04416752	0.057022552
cg04418492	0.01746029
cg04418752	0.014882268
cg04418771	0.038023368
cg04419707	0.053597163
cg04420907	0.025259009
cg04422896	0.056688587
cg04424621	0.189757112
cg04425624	0.116232461
cg04428453	0.87397288
cg04428853	0.013923355
cg04431054	0.205899448
cg04431133	0.551886746
cg04432009	0.046261128
cg04434339	0.026129635
cg04435377	0.96782269
cg04435420	0.194985747
cg04436474	0.036260198
cg04437590	0.103878468
cg04438497	0.160671765
cg04439215	0.642893096
cg04443324	0.928832537
cg04444006	0.098249036
cg04444771	0.082570316
cg04446579	0.103405397
cg04447123	0.036997954
cg04447890	0.17006321
cg04448487	0.092032089
cg04450876	0.891343522
cg04451770	0.314433088
cg04451988	0.038084976
cg04452095	0.302041077
cg04452713	0.125251239
cg04453065	0.034848704
cg04454050	0.245104519
cg04454259	0.022828906
cg04454391	0.024809399
cg04454951	0.077514888
cg04455064	0.06338644
cg04456238	0.358737601
cg04457051	0.718654554
cg04457481	0.406182948
cg04457794	0.768443043
cg04457979	0.123175731
cg04458139	0.031039172
cg04458548	0.705506782
cg04459030	0.79150278
cg04460372	0.118612442
cg04461705	0.066666256
cg04461802	0.082933268
cg04462209	0.016911331
cg04463638	0.784051389
cg04464446	0.669300005
cg04464465	0.016762991
cg04464559	0.030039562
cg04466253	0.018643287
cg04466273	0.030164876
cg04466870	0.036492493
cg04467034	0.013133164
cg04471507	0.338031623
cg04473302	0.049941559
cg04474832	0.244977636
cg04478795	0.076998947
cg04480914	0.015918816
cg04481779	0.226944787
cg04482110	0.019103753
cg04483623	0.03551221
cg04485603	0.835829755
cg04486568	0.041895984
cg04488521	0.030786683
cg04488758	0.817512959
cg04490516	0.075802475
cg04490714	0.03871188
cg04491089	0.163057622
cg04491443	0.921204771
cg04495969	0.031031192
cg04496615	0.007950919
cg04497885	0.019268135
cg04498511	0.868140859
cg04498679	0.550913556
cg04498739	0.144349338
cg04499325	0.053573201
cg04502814	0.170148669
cg04504095	0.020768634
cg04505023	0.837402068
cg04506546	0.012849455
cg04506628	0.076207703
cg04508286	0.026486351
cg04508649	0.800866868
cg04510262	0.029124489
cg04511195	0.966845486
cg04511534	0.886647561
cg04513422	0.183342865
cg04513728	0.101902902
cg04514469	0.843317288
cg04514981	0.057750263
cg04515001	0.09588096
cg04515567	0.850709852
cg04517429	0.066547888
cg04518106	0.040648183
cg04518155	0.029188973
cg04518808	0.074269413
cg04520084	0.037995822
cg04525496	0.033732371
cg04527363	0.106224637
cg04527918	0.942707465
cg04527989	0.566499532
cg04528819	0.122912638
cg04529955	0.041648695
cg04531254	0.041294117
cg04531710	0.018175025
cg04532229	0.048436107
cg04532952	0.074582865
cg04533291	0.90757376
cg04534765	0.045804573
cg04536575	0.093695259
cg04536922	0.193543109
cg04536998	0.026903572
cg04541078	0.104069169
cg04541293	0.161486251
cg04541607	0.214605924
cg04542415	0.025578882
cg04542938	0.031969199
cg04543012	0.029686103
cg04545516	0.653425745
cg04548378	0.104691893
cg04548841	0.055082957
cg04549333	0.030723438
cg04551925	0.902065594
cg04553559	0.055431723
cg04555771	0.335073867
cg04555836	0.036932043
cg04556854	0.07617513
cg04558553	0.67787284
cg04558861	0.016415793
cg04559909	0.671921276
cg04561804	0.478666548
cg04562739	0.023530578
cg04564030	0.09798724
cg04564646	0.022332321
cg04565661	0.035094731
cg04567315	0.139288821
cg04569233	0.609090123
cg04569804	0.827219254
cg04572898	0.049568173
cg04574442	0.048554371
cg04574507	0.793831666
cg04575343	0.017714846
cg04576021	0.612553208
cg04576855	0.01761069
cg04581377	0.042241683
cg04582295	0.727267631
cg04582843	0.019861028
cg04583874	0.24338767
cg04585992	0.037350191
cg04586023	0.235598891
cg04586563	0.923451437
cg04587829	0.891083731
cg04588079	0.024111472
cg04589975	0.020593927
cg04590931	0.009360439
cg04592706	0.77567885
cg04595021	0.804150376
cg04595372	0.80395179
cg04595835	0.168617736
cg04598121	0.117449895
cg04599297	0.083913287
cg04600406	0.024291443
cg04600618	0.080255191
cg04601137	0.307037953
cg04603031	0.037714285
cg04603184	0.08608407
cg04605667	0.112859378
cg04609859	0.381378264
cg04612566	0.603637562
cg04613791	0.03677236
cg04614380	0.014925911
cg04616566	0.652388539
cg04618528	0.916542658
cg04618607	0.028896889
cg04619381	0.033259368
cg04619854	0.12004207
cg04619859	0.023883946
cg04621255	0.010408383
cg04622802	0.207607541
cg04623837	0.076770445
cg04623955	0.116026564
cg04626574	0.014197593
cg04629204	0.709113071
cg04632683	0.88552311
cg04633384	0.032270097
cg04636557	0.826555047
cg04637372	0.6643057
cg04640886	0.030855784
cg04640913	0.414756215
cg04644624	0.179926349
cg04645049	0.087316865
cg04645174	0.828201792
cg04645342	0.086317616
cg04648440	0.022062868
cg04650786	0.030594016
cg04653021	0.186045273
cg04653308	0.460482519
cg04655481	0.257522061
cg04660234	0.080375563
cg04660410	0.025597882
cg04660698	0.02592685
cg04662451	0.043277122
cg04663194	0.929879151
cg04663487	0.200455324
cg04667458	0.054202725
cg04668164	0.070379405
cg04672450	0.019582155
cg04676561	0.025407343
cg04677163	0.064752747
cg04677227	0.040360567
cg04678793	0.062082739
cg04680304	0.022776065
cg04681849	0.071590356
cg04682845	0.110914616
cg04683119	0.081386305
cg04683240	0.029872995
cg04684516	0.030196162
cg04686412	0.055930482
cg04688368	0.071804689
cg04689061	0.194167723
cg04690289	0.028131818
cg04691540	0.04110128
cg04691961	0.792116985
cg04697562	0.913729763
cg04698187	0.044794029
cg04700814	0.731335527
cg04700925	0.026507728
cg04702490	0.045794836
cg04703844	0.019823048
cg04705866	0.821433048
cg04706338	0.811299865
cg04710641	0.934646114
cg04711050	0.017288614
cg04711324	0.853406427
cg04712892	0.849488106
cg04713352	0.649615033
cg04716261	0.361996693
cg04717045	0.855411625
cg04718306	0.090808595
cg04718342	0.09499384
cg04718414	0.04678021
cg04719491	0.064961609
cg04719766	0.826780841
cg04720330	0.089535923
cg04720358	0.968009043
cg04721098	0.89839226
cg04722168	0.041163131
cg04725234	0.048044706
cg04726200	0.765889135
cg04726446	0.061803222
cg04727522	0.877542506
cg04730731	0.029190999
cg04731091	0.050751771
cg04731384	0.834635812
cg04732193	0.833713186
cg04733302	0.074909949
cg04733388	0.085673042
cg04733989	0.013524867
cg04735745	0.017865939
cg04736140	0.029278801
cg04737046	0.836770437
cg04738091	0.009028116
cg04739149	0.845808205
cg04739485	0.873710311
cg04739570	0.230544206
cg04740359	0.680073368
cg04741133	0.032996885
cg04741636	0.078137999
cg04741821	0.073438462
cg04743063	0.067974403
cg04743872	0.267781888
cg04744379	0.799058171
cg04745698	0.019719629
cg04745805	0.069503819
cg04747619	0.59692126
cg04748010	0.777721411
cg04748704	0.179970496
cg04749104	0.046062021
cg04749372	0.934806068
cg04752565	0.160257753
cg04754011	0.096890607
cg04755031	0.029307049
cg04757093	0.878575659
cg04757243	0.902859079
cg04757428	0.015008678
cg04759439	0.081421437
cg04759756	0.760214077
cg04761824	0.853605772
cg04762213	0.129715201
cg04762346	0.019604099
cg04763192	0.030212424
cg04764624	0.086863322
cg04765277	0.169088264
